Title,News_url,Image_url,Label
Biden Wants a Global Minimum Tax to Offset His Proposed Huge Corporate Tax Increase,https://www.activistpost.com/2021/05/biden-wants-a-global-minimum-tax-to-offset-his-proposed-huge-corporate-tax-increase.html?utm_source=Twitter&utm_medium=Social&utm_campaign=OneUpApp,https://www.activistpost.com/wp-content/uploads/2019/07/ihearttax-1024x681-1-1024x681.jpg,1
Push for U.S. 'vaccine passport' grows as Canada announces its own,https://www.wnd.com/2021/05/4913106/?utm_source=twitter&utm_medium&utm_content=2021-05-04,https://www.wnd.com/wp-content/uploads/2021/04/vaccines-vaccination-team-patch-covid-coronavirus-military-defense-jpg.jpg,1
China expert Gordon Chang: 'America must #MakeChinaPay' for COVID,https://www.wnd.com/2021/06/china-expert-gordon-chang-america-must-makechinapay-covid/?utm_source=twitter&utm_medium&utm_content=2021-06-04,https://www.wnd.com/wp-content/uploads/2020/04/china-city-shanghai-traffic-cars-roads-highways-bridges-cool-night-lights-skyline-circles-pixabay-jpg.jpg,1
Biden called on to defend ally from China's 'authoritarian' policies,https://www.wnd.com/2021/01/biden-called-defend-ally-chinas-authoritarian-policies/?utm_source=twitter&utm_medium&utm_content=2021-01-17,https://www.wnd.com/wp-content/uploads/2021/01/australian-union-jack-flags-americans-soldiers-warriors-military-defense.jpg,1
New Study Links Lockdowns to Potential Long-Term Increases In Excess Deaths,https://www.naturalblaze.com/2021/01/new-study-links-lockdowns-to-potential-long-term-increases-in-excess-deaths.html?utm_source=Twitter&utm_medium=Social&utm_campaign=OneUpApp,https://www.naturalblaze.com/wp-content/uploads/2021/01/lockdown-death-aier.jpg,0
Peer-Reviewed Study “Did Not Find Evidence” Lockdowns Were Effective In Stopping COVID Spread,https://www.naturalblaze.com/2021/01/peer-reviewed-study-did-not-find-evidence-lockdowns-were-effective-in-stopping-covid-spread.html?utm_source=Twitter&utm_medium=Social&utm_campaign=OneUpApp,https://www.naturalblaze.com/wp-content/uploads/2020/07/lockdown-lessons-pix.jpg,0
Lockdowns Have Depleted Capital in All Forms,https://www.activistpost.com/2021/02/lockdowns-have-depleted-capital-in-all-forms.html?utm_source=Twitter&utm_medium=Social&utm_campaign=OneUpApp,https://www.activistpost.com/wp-content/uploads/2021/02/capital-aier.jpg,1
COVID deaths plunge after major world city introduces ivermectin,https://www.wnd.com/2021/05/covid-deaths-plunge-major-world-city-introduced-ivermectin/?utm_source=twitter&utm_medium&utm_content=2021-05-31,https://www.wnd.com/wp-content/uploads/2021/05/crowds-many-people-city-tourists-tourism-overpopulation-pixabay.jpg,1
Now WHO admits 'gold standard' COVID test is unreliable,https://www.wnd.com/2021/01/now-admits-gold-standard-covid-test-unreliable/?utm_source=twitter&utm_medium&utm_content=2021-01-21,https://www.wnd.com/wp-content/uploads/2021/01/covid-coronavirus-testing-locked-lock-downs-Pixabay-copyright-free-image.jpg,1
State drops 'gotcha' question on COVID objectors,https://www.wnd.com/2021/08/washington-state-drops-gotcha-question-covid-objectors/?utm_source=twitter&utm_medium&utm_content=2021-08-26,https://www.wnd.com/wp-content/uploads/2020/12/vaccine-vaccination-medicine-Pixabay-copyright-free-image.jpg,0
Pandemic-Driven Hunger Hits 15-Year High As Global Crisis Unfolds,https://www.activistpost.com/2021/07/pandemic-driven-hunger-hits-15-year-high-as-global-crisis-unfolds.html?utm_source=Twitter&utm_medium=Social&utm_campaign=OneUpApp,https://www.activistpost.com/wp-content/uploads/2021/03/food-price-inflation-pix.jpg,0
"Tyson Foods mandates COVID vaccines for all 139,000 U.S. employees",https://endtimeheadlines.org/2021/08/tyson-foods-mandates-covid-vaccines-for-all-139000-u-s-employees/,https://endtimeheadlines.org/wp-content/uploads/2021/08/shutterstock_1117907831.jpeg,0
"Macron to make EU Digital Covid Certificate mandatory in all cultural venues, including cinemas, theaters and concert halls starting on July 21st",https://endtimeheadlines.org/2021/07/macron-to-make-eu-digital-covid-certificate-mandatory-in-all-cultural-venues-including-cinemas-theaters-and-concert-halls-starting-on-july-21st/,https://endtimeheadlines.org/wp-content/uploads/2021/07/shutterstock_1891274599.jpeg,0
Israeli PM: You're not protected with only 2 COVID shots,https://www.wnd.com/2021/08/4940662/?utm_source=twitter&utm_medium&utm_content=2021-08-24,https://www.wnd.com/wp-content/uploads/2021/03/vaccines-fear-shy-covid-coronavirus-moderna-tattoos-military-defense.jpg,1
Zoom Privilege: How Lockdowns Made the Rich Richer,https://www.activistpost.com/2021/01/zoom-privilege-how-lockdowns-made-the-rich-richer.html?utm_source=Twitter&utm_medium=Social&utm_campaign=OneUpApp,https://www.activistpost.com/wp-content/uploads/2021/01/zoom-lockdown-aier.jpg,1
The Labor Shortage Is a Government-Contrived Scarcity,https://www.activistpost.com/2021/06/the-labor-shortage-is-a-government-contrived-scarcity.html?utm_source=Twitter&utm_medium=Social&utm_campaign=OneUpApp,https://www.activistpost.com/wp-content/uploads/2021/06/gov-scarcity-aier.jpg,1
"Shrinkflation, Inflation’s Sneaky Cousin, Is On The Rise",https://www.activistpost.com/2021/07/shrinkflation-inflations-sneaky-cousin-is-on-the-rise.html?utm_source=Twitter&utm_medium=Social&utm_campaign=OneUpApp,https://www.activistpost.com/wp-content/uploads/2021/03/shopping-2-pix.jpg,1
Workers Get Sonic “Dog Collars” To Enforce Social Distancing,https://www.activistpost.com/2021/01/workers-get-sonic-dog-collars-to-enforce-social-distancing.html?utm_source=Twitter&utm_medium=Social&utm_campaign=OneUpApp,https://www.activistpost.com/wp-content/uploads/2021/01/dog-collar-social-distancing-tnat.jpg,1
"Cities That Reduced Arrests for Victimless Crimes Saw Fewer Police Shootings, No Spike in Crime",https://www.activistpost.com/2021/08/cities-that-reduced-arrests-for-victimless-crimes-saw-fewer-police-shootings-no-spike-in-crime.html?utm_source=Twitter&utm_medium=Social&utm_campaign=OneUpApp,https://www.activistpost.com/wp-content/uploads/2021/08/atlanta-crime-1050x525-1.jpg,0
U.S. troops speak out against COVID-vaccine mandate,https://www.wnd.com/2021/08/u-s-troops-speak-covid-vaccine-mandate/?utm_source=twitter&utm_medium&utm_content=2021-08-30,https://www.wnd.com/wp-content/uploads/2021/08/speed-cool-blur-warplanes-military-defense-jpg.jpg,1
CDC adjusts Florida's weekend Covid numbers after state accused the agency of overcounting cases,https://www.dailymail.co.uk/health/article-9884193/CDC-adjusts-Floridas-weekend-Covid-numbers-state-accused-agency-overcounting-cases.html,https://i.dailymail.co.uk/1s/2021/08/11/22/46569693-0-image-a-52_1628716219827.jpg,1
Fed up truck drivers in Australia vow to block every major highway into every state during radical anti-lockdown strike,https://endtimeheadlines.org/2021/08/fed-up-truck-drivers-in-australia-vow-to-block-every-major-highway-into-every-state-during-radical-anti-lockdown-strike/,https://endtimeheadlines.org/wp-content/uploads/2021/08/shutterstock_301750778.jpeg,0
Report: Media 'stalk' salon owner who defied governor,https://www.wnd.com/2021/03/report-media-stalk-salon-owner-defied-governor/?utm_source=twitter&utm_medium&utm_content=2021-03-10,https://www.wnd.com/wp-content/uploads/2020/09/blonde-girl-white-teenagers-woman-women-hair-backside-sunset-beautiful-pixabay.jpg,1
We Are Dangerously Close To “The Tipping Point”,https://www.activistpost.com/2021/05/we-are-dangerously-close-to-the-tipping-point.html?utm_source=Twitter&utm_medium=Social&utm_campaign=OneUpApp,https://www.activistpost.com/wp-content/uploads/2021/05/tipping-ecb.jpg,1
Using COVID to 'reset our policies and our culture',https://www.wnd.com/2021/03/using-covid-reset-policies-culture/?utm_source=twitter&utm_medium&utm_content=2021-03-05,https://www.wnd.com/wp-content/uploads/2020/12/reset-Pixabay-copyright-free-image.jpg,1
"Sweden Joins Denmark, US In Issuing “Immunity Passports”",https://www.naturalblaze.com/2021/02/sweden-joins-denmark-us-in-issuing-immunity-passports.html?utm_source=Twitter&utm_medium=Social&utm_campaign=OneUpApp,https://www.naturalblaze.com/wp-content/uploads/2021/01/vaccine-passport-truth-unmuted.jpg,0
CNN exec floats idea of punishing the unvaccinated,https://www.wnd.com/2021/07/cnn-exec-floats-idea-punishing-unvaccinated/?utm_source=twitter&utm_medium&utm_content=2021-07-23,https://www.wnd.com/wp-content/uploads/2021/07/punish-outsider-Pixabay.jpg,0
Australia deploys helicopters & soldiers to keep people in their homes in one of world’s strictest Covid lockdowns,https://endtimeheadlines.org/2021/08/australia-deploys-helicopters-soldiers-to-keep-people-in-their-homes-in-one-of-worlds-strictest-covid-lockdowns/,https://endtimeheadlines.org/wp-content/uploads/2021/08/shutterstock_1811055487.jpeg,0
"Shock executive order greenlights quarantines, involuntary commitment amid COVID fears",https://www.wnd.com/2021/08/shock-executive-order-greenlights-quarantines-involuntary-commitment-amid-covid-fears/?utm_source=twitter&utm_medium&utm_content=2021-08-08,https://www.wnd.com/wp-content/uploads/2021/03/greenlights-red-lights-cool-speed-warplanes-aircraft-carrier-military-defense-jpg.jpg,1
"8 Million More Living In Poverty, 9 Million Small Businesses In Danger Of Closing, 10 Million Behind On Rent…",https://www.activistpost.com/2021/02/8-million-more-living-in-poverty-9-million-small-businesses-in-danger-of-closing-10-million-behind-on-rent.html?utm_source=Twitter&utm_medium=Social&utm_campaign=OneUpApp,https://www.activistpost.com/wp-content/uploads/2018/05/economic-history-daily-sheeple.jpg,1
COVID-19 a chance for U.S. 'diplomacy' in Caribbean,https://www.wnd.com/2021/04/covid-19-chance-u-s-diplomacy-caribbean/?utm_source=twitter&utm_medium&utm_content=2021-04-25,https://www.wnd.com/wp-content/uploads/2021/04/license-plates-florida-palm-trees-tropicsl-beaches-vacation-fun-ocean-sunshine-coconuts-traveling-caribbean-left-jk.jpg,1
DeSantis slams Biden proposal to block Americans' travel,https://www.wnd.com/2021/02/desantis-slams-biden-proposal-block-americans-travel/?utm_source=twitter&utm_medium&utm_content=2021-02-11,https://www.wnd.com/wp-content/uploads/2021/01/license-plates-love-2-sun-sunshine-state-tanning-skin-cancer-sunburn-vacation-cars-travel-roads-florida-beach-ocean-jk.jpg,1
Why Lockdowns Offer the Perfect Opportunity to Teach Kids about Liberty and Government,https://countermarkets.com/why-lockdowns-offer-the-perfect-opportunity-to-teach-kids-about-liberty-and-government/?utm_source=Twitter&utm_medium=Social&utm_campaign=OneUpApp,https://countermarkets.com/wp-content/uploads/2020/06/lockdown-unrest-pix.jpg,0
"Local Kroger Stores Close as California ""Hero Pay"" Ordinance Backfires",https://countermarkets.com/local-kroger-stores-close-as-california-hero-pay-ordinance-backfires/?utm_source=Twitter&utm_medium=Social&utm_campaign=OneUpApp,https://countermarkets.com/wp-content/uploads/2021/02/kroger-hero.jpg,0
"80,606 Accounts Shut Off in 2020; Media Outlet Seeks Detroit Residents Struggling to Pay Their Electric Bills",https://www.activistpost.com/2021/06/80606-accounts-shut-off-in-2020-media-outlet-seeks-detroit-residents-struggling-to-pay-their-electric-bills.html?utm_source=Twitter&utm_medium=Social&utm_campaign=OneUpApp,https://www.activistpost.com/wp-content/uploads/2019/08/smart-vs_-analog2-1024x512-1024x512-1-1024x512-1-1024x512-1.jpg,1
Doctors challenge CDC claim that COVID kills 'healthy' kids,https://www.wnd.com/2021/06/doctors-challenge-cdc-claim-covid-kills-healthy-kids/?utm_source=twitter&utm_medium&utm_content=2021-06-15,https://www.wnd.com/wp-content/uploads/2021/03/swimming-pool-boys-children-fun-splashing-water-hair-back-skin-cancer-sunscreen-back-pixabay.jpg,1
Governor touts new law creating 'sanctuary state for people of faith',https://www.wnd.com/2021/02/4895326/?utm_source=twitter&utm_medium&utm_content=2021-02-24,https://www.wnd.com/wp-content/uploads/2021/01/John-the-Baptist-Jesus-baptism-church-stained-glass-Pexels-copyright-free-image.jpg,0
"Jobless claims edge down to 375,000",https://www.wnd.com/2021/08/jobless-claims-edge-375000/?utm_source=twitter&utm_medium&utm_content=2021-08-12,https://www.wnd.com/wp-content/uploads/2021/03/berlin-building-architecture-business-jobs-economy-workforce-pixabay.jpg,1
1.8 million have rejected jobs to collect unemployment cash,https://www.wnd.com/2021/07/1-8-million-rejected-jobs-collect-unemployment-cash/?utm_source=twitter&utm_medium&utm_content=2021-07-14,https://www.wnd.com/wp-content/uploads/2019/04/ronald-mcdonald-mcdonalds-clown-fast-food-restaurant-pixabay.jpg,1
A Lot of City Folks Who Just Moved to the Country Are in for a Rude Awakening,https://www.naturalblaze.com/2020/12/a-lot-of-city-folks-who-just-moved-to-the-country-are-in-for-a-rude-awakening.html,https://www.naturalblaze.com/wp-content/uploads/2020/12/country-op.jpg,0
"Jobless claims edge down to 376,000",https://www.wnd.com/2021/06/jobless-claims-edge-376000/?utm_source=twitter&utm_medium&utm_content=2021-06-10,https://www.wnd.com/wp-content/uploads/2012/11/jobless.jpg,1
Here's how to tell employer you can't take a COVID shot,https://www.wnd.com/2021/08/tell-employer-cant-take-covid-vaccine/?utm_source=twitter&utm_medium&utm_content=2021-08-15,https://www.wnd.com/wp-content/uploads/2021/04/vaccines-vaccinations-social-distancing-covid-coronavirus-crowd-jpg-1.jpg,1
Biden's strategy to make Americans dependent on China,https://www.wnd.com/2021/06/bidens-strategy-make-americans-dependent-china/?utm_source=twitter&utm_medium&utm_content=2021-06-06,https://www.wnd.com/wp-content/uploads/2021/06/mining-camp-digging-miners-minerals-excavation-rare-earth-pixabay.jpg,1
Oregon may use National Guard for door-to-door COVID questions,https://www.wnd.com/2021/07/oregon-use-national-guard-door-door-covid-questions/?utm_source=twitter&utm_medium&utm_content=2021-07-09,https://www.wnd.com/wp-content/uploads/2021/07/hand-door-knocking-Photo-by-Patrice-Lewis-913x479.jpg,0
15 States Are Moving to Curb Public Health Agency Powers Following Lockdown Carnage,https://www.activistpost.com/2021/06/15-states-are-moving-to-curb-public-health-agency-powers-following-lockdown-carnage.html?utm_source=Twitter&utm_medium=Social&utm_campaign=OneUpApp,https://www.activistpost.com/wp-content/uploads/2021/02/closed-fee.jpg,1
Biden now wants to vaccinate illegal aliens,https://www.wnd.com/2021/08/biden-moves-now-vaccinate-illegal-aliens/?utm_source=twitter&utm_medium&utm_content=2021-08-04,https://www.wnd.com/wp-content/uploads/2017/03/us-mexico-border-wall-map-illegal-aliens-immigration-600.jpg,1
"States reopening, U.S. economy surges",https://www.wnd.com/2021/04/states-reopening-u-s-economy-surges/?utm_source=twitter&utm_medium&utm_content=2021-04-29,https://www.wnd.com/wp-content/uploads/2020/04/amazon-shopping-add-to-cart-online-keyboard-internet-commerce-economy-business-money-pixabay.jpg,1
Klobuchar goes to war with big companies,https://www.wnd.com/2021/03/klobuchar-goes-war-big-companies/?utm_source=twitter&utm_medium&utm_content=2021-03-20,https://www.wnd.com/wp-content/uploads/2021/03/startup-business-computer-coffeehouse-Pixabay-copyright-free-image.jpg,1
Congressman and ex-Florida governor launches bid to oust DeSantis,https://www.wnd.com/2021/05/dem-congressman-ex-florida-governor-launches-bid-oust-desantis/?utm_source=twitter&utm_medium&utm_content=2021-05-04,https://www.wnd.com/wp-content/uploads/2020/01/beach-paradise-caribbean-sea-ocean-palm-trees-blue-sky-tropical-florida-islands-keys-pixabay.jpg,1
The Dangers of Going Back to School After a Year of COVID-19 Lockdowns,https://www.activistpost.com/2021/08/the-dangers-of-going-back-to-school-after-a-year-of-covid-19-lockdowns.html?utm_source=Twitter&utm_medium=Social&utm_campaign=OneUpApp,https://www.activistpost.com/wp-content/uploads/2020/07/school-world-order-1024x570-1.jpg,0
We Are Suffering Through The Most Painful Economic Crisis Since The Great Depression Of The 1930s,https://www.activistpost.com/2021/01/we-are-suffering-through-the-most-painful-economic-crisis-since-the-great-depression-of-the-1930s.html?utm_source=Twitter&utm_medium=Social&utm_campaign=OneUpApp,https://www.activistpost.com/wp-content/uploads/2019/10/america-collapse-1024x577-1.jpg,1
The lesson from banning religious services during COVID,https://www.wnd.com/2021/04/lesson-banning-religious-services-covid/?utm_source=twitter&utm_medium&utm_content=2021-04-03,https://www.wnd.com/wp-content/uploads/2020/03/washington-national-cathedral-church-architecture-christians-christianity-pixabay.jpg,0
America’s Slide Into Economic Oblivion Is Already Starting To Accelerate,https://www.activistpost.com/2021/01/americas-slide-into-economic-oblivion-is-already-starting-to-accelerate.html,https://www.activistpost.com/wp-content/uploads/2021/01/mall-collapse-ecb.jpg,1
Pope Francis: Another 'great flood' possible due to global warming,https://www.wnd.com/2021/03/4896413/?utm_source=twitter&utm_medium&utm_content=2021-03-01,https://www.wnd.com/wp-content/uploads/2014/02/noah_movie.jpg,0
Mask-free Sweden is close to ZERO daily Covid deaths,https://www.dailymail.co.uk/news/article-9855651/Mask-free-Sweden-close-ZERO-daily-Covid-deaths.html,https://i.dailymail.co.uk/1s/2021/08/03/11/46225219-0-image-a-24_1627985912090.jpg,0
Worldwide economic recovery depends on American energy,https://www.wnd.com/2021/04/worldwide-economic-recovery-depends-american-energy/?utm_source=twitter&utm_medium&utm_content=2021-04-25,https://www.wnd.com/wp-content/uploads/2020/10/warplanes-signaling-navy-blue-green-colors-night-powerful-military-defense.jpg,1
Conservative powerhouse restored to California governor's recall race,https://www.wnd.com/2021/07/conservative-powerhouse-restored-california-governors-recall-race/?utm_source=twitter&utm_medium&utm_content=2021-07-21,https://www.wnd.com/wp-content/uploads/2020/03/los-angeles-city-california-downtown-skyscrapers-buildings-americans-pixabay-jpg.jpg,1
"American Airlines Warns It Will Cut Another 13,000 Jobs As It Burns Through Latest Bailout In Just One Month",https://www.activistpost.com/2021/02/american-airlines-warns-it-will-cut-another-13000-jobs-as-it-burns-through-latest-bailout-in-just-one-month.html?utm_source=Twitter&utm_medium=Social&utm_campaign=OneUpApp,https://www.activistpost.com/wp-content/uploads/2021/02/airline-sunset-pix.jpg,0
Nearly half of L.A. tenants owe back rent,https://newsroom.ucla.edu/releases/half-los-angeles-tenants-owe-back-rent,https://s3.amazonaws.com/cms.ipressroom.com/173/files/20216/60f9ab402cfac272339a9688_rent-study-agil73-iStock/rent-study-agil73-iStock_mid.jpg,0
Nation threatened by 'confusion' over coronavirus vaccinations,https://www.wnd.com/2021/01/nation-threatened-confusion-coronavirus-vaccinations/?utm_source=twitter&utm_medium&utm_content=2021-01-24,https://www.wnd.com/wp-content/uploads/2021/01/vaccine-moderna-coronavirus-covid-military-defense.jpg,0
Central Banking and the Heavy Hand of the State,https://www.activistpost.com/2021/02/central-banking-and-the-heavy-hand-of-the-state.html,https://www.activistpost.com/wp-content/uploads/2021/02/central-banking-chess-aier.jpg,1
4 “Pestilences” that are happening in America as we speak,https://endtimeheadlines.org/2021/07/4-pestilences-that-are-happening-in-america-as-we-speak/,https://endtimeheadlines.org/wp-content/uploads/2021/07/shutterstock_1470544280.jpeg,0
Sheriff's deputies sent to schools over mask 'tensions',https://www.wnd.com/2021/08/sheriffs-deputies-sent-schools-mask-tensions/?utm_source=twitter&utm_medium&utm_content=2021-08-16,https://www.wnd.com/wp-content/uploads/2021/01/911-emergency-police-flag-ambulance-disaster-hospital-fire.jpg,1
Major food company mandates COVID vaccines for all workers,https://www.wnd.com/2021/08/major-food-company-mandates-covid-vaccines-workers/?utm_source=twitter&utm_medium&utm_content=2021-08-03,https://www.wnd.com/wp-content/uploads/2021/06/chicken-wings-food-lunches-dinners-snacks-eating-spicy-hot-sauce-peppers-pixabay.jpg,1
National Law Review: U.S. Court of Appeals May Rule Against FCC’s Radiofrequency Emission Limits Decision,https://www.activistpost.com/2021/02/national-law-review-u-s-court-of-appeals-may-rule-against-fccs-radiofrequency-emission-limits-decision.html,https://www.activistpost.com/wp-content/uploads/2020/01/PLASTIC-HEAD-2.jpg,1
Propaganda alert: China using 'experts' to cover up human-rights abuses,https://www.wnd.com/2021/03/propaganda-alert-china-using-experts-cover-human-rights-abuses/?utm_source=twitter&utm_medium&utm_content=2021-03-21,https://www.wnd.com/wp-content/uploads/2021/03/china-shanghai-chinese-city-night-urban-asian-buildings-skyscrapers-pixabay.jpg,1
Rock superstar rips vaccine 'propaganda' after 'disastrous reaction' to COVID shot,https://www.wnd.com/2021/05/rock-superstar-rips-vaccine-propaganda-disastrous-reaction-covid-shot/?utm_source=twitter&utm_medium&utm_content=2021-05-16,https://www.wnd.com/wp-content/uploads/2016/01/1-18-16-Eagles-concert-1.jpg,0
"Dems fought dark money, then used it. Will they now kill it?",https://www.wnd.com/2021/02/dems-fought-dark-money-used-will-now-kill/?utm_source=twitter&utm_medium&utm_content=2021-02-13,https://www.wnd.com/wp-content/uploads/2021/02/shadow-hand-dark-candle-Pixabay-copyright-free-image.jpg,1
Shots everywhere: Pentagon to require COVID-19 vaccine for all U.S. troops,https://www.wnd.com/2021/08/4936816/?utm_source=twitter&utm_medium&utm_content=2021-08-09,https://www.wnd.com/wp-content/uploads/2021/07/guns-firing-shooting-green-light-streak-bullets-ammo-ammunition-warfare-military-defense-jpg.jpg,0
Russia to Roll Out “Vaccine Certificates” for Domestic and International Travel,https://www.activistpost.com/2021/01/russia-to-roll-out-vaccine-certificates-for-domestic-and-international-travel.html?utm_source=Twitter&utm_medium=Social&utm_campaign=OneUpApp,https://www.activistpost.com/wp-content/uploads/2021/01/russia-air.jpg,0
The United States Has Become A Banana Republic,https://www.activistpost.com/2021/01/the-united-states-has-become-a-banana-republic.html?utm_source=Twitter&utm_medium=Social&utm_campaign=OneUpApp,https://www.activistpost.com/wp-content/uploads/2021/01/m1-ecb.jpg,0
States warned Biden DOJ election agenda is all politics,https://www.wnd.com/2021/08/states-warned-biden-doj-election-agenda-politics/?utm_source=twitter&utm_medium&utm_content=2021-08-26,https://www.wnd.com/wp-content/uploads/2020/05/blind_justice.jpg,1
UPDATE: Appeals court upholds Indiana university’s vaccine mandate,https://endtimeheadlines.org/2021/08/update-appeals-court-upholds-indiana-universitys-vaccine-mandate/,https://endtimeheadlines.org/wp-content/uploads/2021/08/shutterstock_728677927.jpeg,1
Major Mall Operator Washington Prime Group Files For Chapter 11 Bankruptcy,https://www.activistpost.com/2021/06/major-mall-operator-washington-prime-group-files-for-chapter-11-bankruptcy.html?utm_source=Twitter&utm_medium=Social&utm_campaign=OneUpApp,https://www.activistpost.com/wp-content/uploads/2020/07/mall-zh.jpg,0
Proposed New Internet Law in Mauritius Raises Serious Human Rights Concerns,https://www.activistpost.com/2021/05/proposed-new-internet-law-in-mauritius-raises-serious-human-rights-concerns.html?utm_source=Twitter&utm_medium=Social&utm_campaign=OneUpApp,https://www.activistpost.com/wp-content/uploads/2021/05/mauritius-spying.jpg,1
Invention Uses Microbes to Convert Plastic Waste into Edible Protein. But Would You Eat It?,https://www.activistpost.com/2021/07/invention-uses-microbes-to-convert-plastic-waste-into-edible-protein-but-would-you-eat-it.html?utm_source=Twitter&utm_medium=Social&utm_campaign=OneUpApp,https://www.activistpost.com/wp-content/uploads/2021/07/place-setting-pix.jpg,1
Government's Paycheck Protection Program bails out billionaire George Soros,https://www.wnd.com/2021/06/governments-paycheck-protection-program-bails-billionaire-george-soros/?utm_source=twitter&utm_medium&utm_content=2021-06-03,https://www.wnd.com/wp-content/uploads/2020/05/closed_covid-19.jpg,1
U. Illinois Implements “Pass COVID/No Pass COVID” Grading Scale to “help ease the stress”,https://www.activistpost.com/2021/02/u-illinois-implements-pass-covid-no-pass-covid-grading-scale-to-help-ease-the-stress.html,https://www.activistpost.com/wp-content/uploads/2021/02/covid-pass-campus-reform.jpg,0
DeSantis signs bills combatting Chinese influence in U.S.,https://www.wnd.com/2021/06/desantis-signs-bills-combatting-chinese-influence-u-s/?utm_source=twitter&utm_medium&utm_content=2021-06-07,https://www.wnd.com/wp-content/uploads/2013/05/south_miami_beach.jpg,1
Restaurants begin telling customers to show proof of vaccination or get no service,https://endtimeheadlines.org/2021/07/restaurants-begin-telling-customers-to-show-proof-of-vaccination-or-get-no-service/,https://endtimeheadlines.org/wp-content/uploads/2021/07/shutterstock_1992344744.jpeg,0
Biden wants to shove money into illegal eviction program before courts can rule,https://www.wnd.com/2021/08/biden-wants-shove-money-illegal-program-courts-can-rule/?utm_source=twitter&utm_medium&utm_content=2021-08-06,https://www.wnd.com/wp-content/uploads/2014/04/brooklyn_apartments.jpg,1
Exposed and Unprotected: 1.1 Billion Records of CVS Health Customers Posted Online,https://www.activistpost.com/2021/06/exposed-and-unprotected-1-1-billion-records-of-cvs-health-customers-posted-online.html?utm_source=Twitter&utm_medium=Social&utm_campaign=OneUpApp,https://www.activistpost.com/wp-content/uploads/2021/06/pill-box-pix.jpg,1
